Job_Title,Job_Type,Salary,Job_Skill,Gaji_Perbulan
"senior executive, digital experience",Full-time,"USD 70,000 - 105,000 / YEARLY",React,"5,833 - 8,750"
ui & ux designer (internship),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
hr executive / senior hr executive,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
key account manager (prehire & prohire),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
product specialist (experience in f&b/fmcg/retail industry),Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
environmental officer (tiles distributor / tebrau),Full-time,"USD 45,000 - 82,500 / YEARLY",Data Analysis,"3,750 - 6,875"
"talent acquisition coordinator, anz & sea (contract role)",Contract,"USD 70,000 - 115,500 / YEARLY",Excel,"5,833 - 9,625"
"senior / software engineer (c#, .net ) (ipoh)",Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java","5,833 - 8,750"
qc – quality control (construction),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
receptionist cum admin | good english | mnc - ac21,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
front-end web developer,Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Java, React","5,833 - 8,750"
production engineer/assistant production engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
r&d technical assistant (drafter),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales and marketing representative,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
game developer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
senior key account executive [fmcg - baby care products],Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"manager, hp financing",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
ui/ux developer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
project marketing executive (planning experience),Contract,"USD 50,000 - 82,500 / YEARLY",Excel,"4,167 - 6,875"
field service engineer (semiconductor)-penang,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
account assistant (6 months),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
senior application engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java, Data Analysis","5,833 - 8,750"
accounts executive (12 months contract- renewable),Contract,"USD 50,000 - 82,500 / YEARLY",Excel,"4,167 - 6,875"
"manager, metrology",Full-time,"USD 75,000 - 100,000 / YEARLY",Data Analysis,"6,250 - 8,333"
accounting clerk cum admin executive 会计助理,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
assistant foodservice manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
office administrative support,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
order management executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"mechanical engineer (bandar puteri, puchong)",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
full stack developer (asp.net c#),Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java","5,833 - 8,750"
supply chain specialist (mnc pharmaceutical),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
accountant (immediate hiring) - based in penang,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
senior account assistant / account executive,Full-time,"USD 50,000 - 75,000 / YEARLY",SQL,"4,167 - 6,250"
ux researcher,Full-time,"USD 45,000 - 70,000 / YEARLY","Python, Excel, Data Analysis","3,750 - 5,833"
general clerk /书记,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
"electrical engineer (based at puchong, selangor)",Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
mechanical engineer (based at melaka),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
personal financial advisor -  federal territory,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
engineer coordinator,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
hr payroll manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
mechanical engineer (based at johor bahru),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
tax executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
software programmer,Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Java","5,833 - 8,750"
assistant of director,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
payroll executive (outsourcing services),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
cloud delivery engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
accounts assistant (會計助理),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
software quality assurance engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
controlling accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
hr assistant manager (recruitment & ir),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"indirect tax executive, group tax, group finance",Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"site engineer (sungai petani, kedah)",Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
recruitment consultant (work from home /5 days/ no exp req training provided),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
ip engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Python,"5,833 - 8,750"
gl accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
database administrator,Full-time,"USD 60,000 - 90,000 / YEARLY","Python, SQL, Excel, Java","5,000 - 7,500"
line technician,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"she officer (safety, health & environment)",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
mobile app developer (ios/android) work from home wfh,Full-time,"USD 70,000 - 105,000 / YEARLY","Java, React","5,833 - 8,750"
r&d digital hardware group manager,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
technical executive (electrical / mechanical / civil),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
business controller executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"executive, strategy planning",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
branch manager (jerantut branch),Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
software solution architect,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, SQL, Excel","5,833 - 8,750"
eksekutif,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
human resource business partner (1 year contract),Contract,"USD 30,000 - 55,000 / YEARLY",Excel,"2,500 - 4,583"
audit manager - kl or jb (id: 601514),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales senior executive,Full-time,"USD 50,000 - 75,000 / YEARLY","Excel, Data Analysis","4,167 - 6,250"
human resources specialist,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
software quality assurance engineer (manual tester),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
digitalization and automation manager,Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Machine Learning","5,833 - 8,750"
national sales manager (modern trade),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
internal audit executive / senior executive,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
junior software tester (1 year contract),Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
qa automation engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
assistant accounts & finance manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
project engineer (nilai),Contract,"USD 60,000 - 99,000 / YEARLY",Communication,"5,000 - 8,250"
hr operations specialist,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
"project engineer (sungai petani, kedah)",Contract,"USD 60,000 - 99,000 / YEARLY",Communication,"5,000 - 8,250"
[hybrid]trust officer: fresh graduate welcome to apply-support hong kong market,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
system engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Java,"5,833 - 8,750"
r&d technician (tool test centre),Full-time,"USD 45,000 - 82,500 / YEARLY",Data Analysis,"3,750 - 6,875"
internship (human resources / accounting / finance),Internship,"USD 18,000 - 24,000 / YEARLY",Data Analysis,"1,500 - 2,000"
"it engineer, system administrator",Full-time,"USD 70,000 - 105,000 / YEARLY","Python, SQL, Java","5,833 - 8,750"
junior / senior account executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
audit and tax assistant,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
campaign coordinator - bilingual in english & mandarin,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
sale manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
debug / test technician,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"hub manager - last mile, spx xpress (penang, kedah)",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
operation executive - backend support (后台运营助理）,Full-time,"USD 45,000 - 82,500 / YEARLY",Data Analysis,"3,750 - 6,875"
it project coordinator,Contract,"USD 70,000 - 115,500 / YEARLY",Excel,"5,833 - 9,625"
senior recruiter / talent manager,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
accounts / finance executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
tax and accounts executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
c&s engineer (consultancy),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
logistics analyst (6 months contract),Contract,"USD 60,000 - 99,000 / YEARLY",Excel,"5,000 - 8,250"
"senior manager / manager, employee experience",Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
project manager (electrical industry),Contract,"USD 75,000 - 110,000 / YEARLY",Communication,"6,250 - 9,167"
"vice president, business intelligence",Full-time,"USD 45,000 - 82,500 / YEARLY","Excel, Machine Learning, Data Analysis","3,750 - 6,875"
franchise executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
senior executive - supply chain,Full-time,"USD 60,000 - 90,000 / YEARLY",Data Analysis,"5,000 - 7,500"
talent management specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"assistant manager, payroll",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
internship (human resource),Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
internship (audit/tax/account/advisory) in ccs headquarter (sri petaling),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
admin cum account executive,Full-time,"USD 50,000 - 75,000 / YEARLY","SQL, Excel","4,167 - 6,250"
back-end developer,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java","5,833 - 8,750"
"engineer, research & development (firmware)",Full-time,"USD 70,000 - 105,000 / YEARLY","Python, Java","5,833 - 8,750"
sales and marketing executive ( customer service),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"electrical engineer with power system study (pss) experience (puchong, selangor)",Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
sales engineer(electrical engineering),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
e-commerce assistant (internship),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
administrator - typing and data entry support,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
operations & maintenance (o&m) assistant manager (solar division),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
software engineer (part-time),Part-time,"USD 35,000 - 63,000 / YEARLY","SQL, React","2,917 - 5,250"
npi engineering manager (medical device),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
junior software engineer (1 year contract),Contract,"USD 70,000 - 115,500 / YEARLY",Java,"5,833 - 9,625"
career advisor/recruiter (ref:cu),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales support,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"intern, programmer, personal assistant, business & marketing (it, computer...",Internship,"USD 18,000 - 24,000 / YEARLY","SQL, Java","1,500 - 2,000"
"officer/ executive, sales & marketing",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
service quality analysis engineer - gsrc,Full-time,"USD 70,000 - 105,000 / YEARLY",Data Analysis,"5,833 - 8,750"
embedded software engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Python,"5,833 - 8,750"
"associate director, cash management product manager – account services & deposit",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
senior sustainability executive,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
tester (tosca) (1 year contract) (up to rm14000) (s1),Contract,"USD 45,000 - 90,750 / YEARLY",Communication,"3,750 - 7,562"
logistic cum admin assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
accounts receivable accountant (mnc) - fresh graduate,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
lead project executive (web design),Contract,"USD 75,000 - 110,000 / YEARLY",Excel,"6,250 - 9,167"
account cum admin,Full-time,"USD 50,000 - 75,000 / YEARLY",SQL,"4,167 - 6,250"
multimedia designer,Full-time,"USD 45,000 - 70,000 / YEARLY",Communication,"3,750 - 5,833"
assistant manager - finance,Full-time,"USD 50,000 - 75,000 / YEARLY","SQL, Excel","4,167 - 6,250"
operation and maintenance person,Full-time,"USD 60,000 - 90,000 / YEARLY","Python, SQL","5,000 - 7,500"
internship for business studies / administration students,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
"mechanical & electrical coordinator (sungai petani, kedah)",Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
"electrical and mechanical drafter (based at puchong, selangor)",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
staff engineer process development pvd,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
receptionist cum administrative (based in tangen residences sales gallery),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
business analyst (senior/junior),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
it application engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
assistants accounts/company secretary assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
executive-business development (pre-sales),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
mis and product specialist executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
chief risk officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
mes support engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, SQL","5,833 - 8,750"
lean manufacturing engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
audit/tax/internship,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
corporate supplier development engineering - software,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"lead, strategy planning",Full-time,"USD 75,000 - 100,000 / YEARLY",Data Analysis,"6,250 - 8,333"
gl team lead,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
retail operation executive,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
outdoor media executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
employer branding manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
"assistant manager, business support",Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
hr shared services operations analyst  (12 months contract),Contract,"USD 60,000 - 99,000 / YEARLY",Excel,"5,000 - 8,250"
senior executive - industrial relations,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
mechanical/ mechatronic engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales & ecommerce assistant manager / manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"shift engineer / technical officer, facility management",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
software project executive,Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
"assistant manager, internal auditor",Internship,"USD 18,000 - 24,000 / YEARLY","Excel, Data Analysis","1,500 - 2,000"
field service engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",React,"5,833 - 8,750"
assistant manager - credit and revenue,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
3d designer (exhibition/event) junior/senior position available,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
hr manager (oversea)/ผู้จัดการส่วนทรัพยากรมนุษย์ (ประจำสาขาต่างประเทศ),Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
associate - accounts,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
